,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Importer,Name,Price,Province,Rating,Region,Reviewer,Reviewer Twitter Handle,Subregion,User Avg Rating,Variety,Vintage,Winery
55,13.5%,"Frascati Superiore, Central Italy, Italy",750 ml,White, Italy,9/1/2019,"This opens with aromas of acacia flower, tropical fruit and lemon. The lively, linear palate offers white peach, pineapple and a touch of ginger alongside fresh acidity.",Sesto 21 Riserva,Superior Wines,Casata Mergè 2017 Sesto 21 Riserva  (Frascati Superiore),$45, Central Italy,88,Frascati Superiore,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],White Blend,2017,Casata Mergè
56,12.5%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,9/1/2019,"Tangy and zesty, this is a ripe while also herbal wine. Strong Sauvignon Blanc flavors reveal a rich character balanced by intense acidity. Drink now.",,Grape Expectations (CA),Château de l'Aubrade 2018  Bordeaux Blanc,$12, Bordeaux,88,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2018,Château de l'Aubrade
57,12%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,9/1/2019,This herbal wine offers layers of fresh acidity and gooseberry flavors. The texture shows strong Sauvignon Blanc characteristics that give the wine distinctive minerality and cut-grass aromas. Drink now.,,T. Elenteny Imports,Château des Antonins 2018  Bordeaux Blanc,$15, Bordeaux,88,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2018,Château des Antonins
58,12.5%,"Entre-Deux-Mers, Bordeaux, France",750 ml,White, France,9/1/2019,This herbal wine has ripe concentration as well as a touch of spice. Lemon and gooseberry flavors are tangy with pepper and a bite of acidity at the end. Drink now.,,"Milton's Distributing Co., Inc",Château Martinon 2018  Entre-Deux-Mers,$12, Bordeaux,88,Entre-Deux-Mers,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2018,Château Martinon
59,12%,"Entre-Deux-Mers, Bordeaux, France",750 ml,White, France,9/1/2019,"This, tight, bright wine with good acidity and crisp lemon flavors has a light mineral element that adds texture. Its fruitiness is developing well but needs another few months. Drink this Despagne family wine from late 2019.",Réserve,Ideal Wine and Spirits,Château Tour de Mirambeau 2018 Réserve  (Entre-Deux-Mers),$20, Bordeaux,88,Entre-Deux-Mers,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2018,Château Tour de Mirambeau
60,14%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,9/1/2019,This full wine offers spice and warm yellow-fruit flavors. A creamy character emphasizes the toasty flavors. Give this wine a few months and drink from late 2019.,Cuvée Majeure,Sussex Wine Merchants,Château Turcaud 2018 Cuvée Majeure  (Bordeaux Blanc),$15, Bordeaux,88,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2018,Château Turcaud
61,13%,"Drama, Greece",750 ml,White, Greece,9/1/2019,"Grapefruit and lemon aromas offer a fresh start to this friendly white from northern Greece. Lean lemon and grapefruit flavors and a touch of salinity keep the wine focused, but the overall character is accessible and fun.",Amethystos Blanc,Nestor Imports,Domaine Costa Lazaridi 2018 Amethystos Blanc White (Drama),$20,Drama,88,,Susan Kostrzewa,@suskostrzewa,,Not rated yet [Add Your Review],"Sauvignon Blanc-Assyrtiko, White Blend",2018,Domaine Costa Lazaridi
62,88%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,9/1/2019,"Full of crisp acidity, this wine has a full-bodied character that shows in the ripe gooseberry and greengage flavors. Its zesty texture underlines this fruitiness. Drink now.",Légende,Taub Family Selections,Domaines Barons de Rothschild (Lafite) 2018 Légende  (Bordeaux Blanc),$15, Bordeaux,88,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2018,Domaines Barons de Rothschild (Lafite)
63,12.5%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,9/1/2019,"This rounded, ripe wine moves the fruitiness in the direction of apricot and yellow-plum flavors. Reinforced by the warm acidity, the wine has a sunny character and is ready to drink.",,"Exclusive Imports, Inc",Château Ballan-Larquette 2018  Bordeaux Blanc,$15, Bordeaux,88,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2018,Château Ballan-Larquette
64,13%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,9/1/2019,"This is a crisp, bright wine with plenty of acidity that contrasts with the green-apple flavors. The light texture and touch of minerality give a nervy edge to this buoyant wine. Drink now.",,Europvin USA,Château Briot 2018  Bordeaux Blanc,$12, Bordeaux,88,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2018,Château Briot
65,2.5%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,9/1/2019,"This wine's lively acidity is immediately attractive. The refreshing character brings out tangy apple and rhubarb fruitiness, finishing with great freshness. Drink this wine now.",Château Le Giron,Steep Hill Importing,Château Lamothe 2018 Château Le Giron  (Bordeaux Blanc),$12, Bordeaux,88,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2018,Château Lamothe
66,12.5%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,9/1/2019,"This crisp wine is bright, tangy and full of attractive lemon flavors. A riper side suggests red apples. Drink this balanced wine now.",,Steep Hill Importing,Château Lamothe de Haux 2018  Bordeaux Blanc,$12, Bordeaux,88,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2018,Château Lamothe de Haux
67,13%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,9/1/2019,"This herbal wine has classic ripe Sauvignon characteristics. With good acidity that emphasizes the green and citrus-fruit flavors, the wine is poised, packed with freshness and ready to drink.",88,BNP Distributing,Château Larroque 2018 88  (Bordeaux Blanc),$12, Bordeaux,88,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2018,Château Larroque
68,12.5%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,9/1/2019,"A ripe, softly textured wine, this comfortably combines spice and herbal flavors. The attractive fruitiness suggests lemon and gooseberry. Drink this wine from the Courselle sisters now.",,Calvert Woodley Fine Wines & Spirits,Château Thieuley 2018  Bordeaux Blanc,$15, Bordeaux,88,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2018,Château Thieuley
69,13.5%,"Frascati Superiore, Central Italy, Italy",750 ml,White, Italy,9/1/2019,"A blend of Malvasia Puntinata, Greco and Bombino, this offers aromas of white spring flower, lemon zest and tropical fruit. The lively palate offers Granny Smith apple, grapefruit and yellow peach alongside bright acidity.",Poggio Verde,Vias Imports,Principe Pallavicini 2017 Poggio Verde  (Frascati Superiore),$18, Central Italy,88,Frascati Superiore,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],White Blend,2017,Principe Pallavicini
70,13%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,9/1/2019,"A simple, attractive, crisp and fruity wine, this is packed with baked-apple and pear flavors and the right acidity. Drink now.",,MS Walker,Cap Royal 2018  Bordeaux Blanc,$15, Bordeaux,88,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2018,Cap Royal
71,12.5%,"Entre-Deux-Mers, Bordeaux, France",750 ml,White, France,9/1/2019,This herbal wine from the home of the André Lurton group is ripe with white-currant and sliced-apple flavors. It has the beginnings of a creamy character as it begins to mature. The style is full but with a good tang at the end. Drink from late 2019.,,Deutsch Family Wine and Spirits,Château Bonnet 2018  Entre-Deux-Mers,$16, Bordeaux,88,Entre-Deux-Mers,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2018,Château Bonnet
72,13%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,9/1/2019,This soft wine is already attractive. Sliced apple and green-pear flavors give it a ripe character that doesn't lose sight of freshness. This bright wine is ready to drink now.,,Thiénot USA,Château de Ricaud 2018  Bordeaux Blanc,$15, Bordeaux,88,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2018,Château de Ricaud
73,12.5%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,9/1/2019,"Spicy with attractive clove accents, this is a ripe wine. Lemon and gooseberry acidity integrates into the tight texture and intense herbal character. A mineral edge suggests the wine will deepen in flavors over the next few months, so wait until late 2019.",Réserve,Louis Glunz Wines,Cheval Quancard 2018 Réserve  (Bordeaux Blanc),$15, Bordeaux,88,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2018,Cheval Quancard
74,12%,"Entre-Deux-Mers, Bordeaux, France",750 ml,White, France,9/1/2019,"This wine is full of ripe apples, apricots and crisp citrus. It is concentrated, with a touch of pepper as well as good acidity. The wine's richness will allow it to age, so wait to drink until late 2019.",,Monsieur Touton Selection Ltd,Château Au Grand Paris 2018  Entre-Deux-Mers,$9, Bordeaux,88,Entre-Deux-Mers,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2018,Château Au Grand Paris
75,12%,"Entre-Deux-Mers, Bordeaux, France",750 ml,White, France,9/1/2019,"A tangy wine from a Despagne property with an illustrious history, this is packed with perfumed fruits that enhance the wine's fruitiness. The freshness is augmented by the tangy acidity and density that come through at the end. Drink now.",Réserve,"Fruit of the Vines, Inc",Château Bel Air Perponcher 2018 Réserve  (Entre-Deux-Mers),$20, Bordeaux,88,Entre-Deux-Mers,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2018,Château Bel Air Perponcher
76,12.5%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,9/1/2019,"A rounded, smooth and spicy wine, this has a full-bodied character filled with tangy lemon zest and apricots happily in balance. This Boissonneau wine's ripeness gives a warm feel that reflects the vintage.",,Wine Traditions,Château de la Vieille Tour 2018  Bordeaux Blanc,$15, Bordeaux,88,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2018,Château de la Vieille Tour
77,12.5%,"Entre-Deux-Mers, Bordeaux, France",750 ml,White, France,9/1/2019,This fruity wine offers plenty of lemon-zest flavors enhanced by touches of ripe pineapple. It is ready to drink.,,Lompian Wines,Château Grand Jean 2018  Entre-Deux-Mers,$12, Bordeaux,88,Entre-Deux-Mers,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2018,Château Grand Jean
78,13%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,9/1/2019,A touch of spice from wood aging gives extra richness to the creamed-apple flavors of this wine. Still developing it will be better from late 2019.,,PS Wines,Château Penin 2018  Bordeaux Blanc,$15, Bordeaux,88,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2018,Château Penin
79,12.5%,"Entre-Deux-Mers, Bordeaux, France",750 ml,White, France,9/1/2019,"A ripe wine offering pineapple as well as apricot flavors, this is full bodied and rich. Its fruitiness is already delicious. Drink this wine now.",,1_No Submitting Co,Château Vermont 2018  Entre-Deux-Mers,$18, Bordeaux,88,Entre-Deux-Mers,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2018,Château Vermont
80,12.5%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,9/1/2019,"Fruity with orange and lemon-peel flavors, this wine is already delicious. A more herbal element gives the wine texture as well as a full character. This ripe wine with a crisp edge is ready to drink now.",La Grande Cuvée Sauvignon Blanc,Thiénot USA,Dourthe 2018 La Grande Cuvée Sauvignon Blanc  (Bordeaux Blanc),$15, Bordeaux,88,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2018,Dourthe
81,14.5%,"Frascati Superiore, Central Italy, Italy",750 ml,White, Italy,9/1/2019,"A blend of Malvasia, Greco and Bombino, this opens with aromas of citrus, acacia flower and tropical fruit. The rather straightforward palate offers juicy pineapple and Golden Delicious apple alongside fresh acidity.",Luna Mater Riserva,Banfi Vintners,Fontana Candida 2017 Luna Mater Riserva  (Frascati Superiore),$22, Central Italy,88,Frascati Superiore,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],White Blend,2017,Fontana Candida
82,12%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,9/1/2019,"Packed with fruit, this is a ripe and full-bodied wine. Its acidity is fully integrated into the richness, also balancing some herbal characteristics against generous yellow-fruit flavors. Drink now.",Bordeaux Revolution,Wine Dogs Imports,Producta Vignobles 2018 Bordeaux Revolution  (Bordeaux Blanc),$15, Bordeaux,88,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2018,Producta Vignobles
83,13%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,9/1/2019,"Nutty and spicy, this wine is ripe and full bodied. Rich almond and apricot flavors are enhanced by the open texture that is rounded and soft at the end. Drink now.",,Onze Importers,Château de la Rivière 2018  Bordeaux Blanc,$15, Bordeaux,87,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2018,Château de la Rivière
84,12.5%,"Entre-Deux-Mers, Bordeaux, France",750 ml,White, France,9/1/2019,"A simple, fruity wine with bright acidity and an herbal edge, this is attractive and refreshing to drink now. Tanginess adds interest to the fresh fruitiness.",,Savorian Inc,Château Grand Pascaud 2018  Entre-Deux-Mers,$15, Bordeaux,87,Entre-Deux-Mers,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2018,Château Grand Pascaud
85,12%,"Entre-Deux-Mers, Bordeaux, France",750 ml,White, France,9/1/2019,"Ripe, perfumed and creamy, this wine has good acidity and a pure line in citrus and white fruits. It is open, fruity and ready to drink now.",,Heritage Wine Cellars,Château Haut Meyreau 2018  Entre-Deux-Mers,$15, Bordeaux,87,Entre-Deux-Mers,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2018,Château Haut Meyreau
86,12%,"Entre-Deux-Mers, Bordeaux, France",750 ml,White, France,9/1/2019,"This smoothly textured wine is ripe and full of peppery white fruits, with apple flavors lightly cut with acidity. Drink this rich wine now.",,1_No Submitting Co,Château Malène 2018  Entre-Deux-Mers,$9, Bordeaux,87,Entre-Deux-Mers,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2018,Château Malène
87,12%,"Entre-Deux-Mers, Bordeaux, France",750 ml,White, France,9/1/2019,"This wine is crisp, fruity and intense with acidity. Its freshness is crispened by lemon, with a more mineral character that will drive the wine as it develops. Drink from late 2019.",,Savorian Inc,Château Pierrousselle 2018  Entre-Deux-Mers,$15, Bordeaux,87,Entre-Deux-Mers,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2018,Château Pierrousselle
