,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Importer,Name,Price,Province,Rating,Region,Reviewer,Reviewer Twitter Handle,Subregion,User Avg Rating,Variety,Vintage,Winery
53,13.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,5/1/2019,"Dried berry fruit, leather and oak spice aromas comprise a traditional Rioja nose. In the mouth, this is lean and choppy, with lemony acidity creating tightness. Snappy, saucy plum and savory oak flavors finish dry, with rubbing tannins.",Reserva,Domaine Select Wine & Spirits,Marqués de la Concordia 2013 Reserva  (Rioja),$25, Northern Spain,88,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2013,Marqués de la Concordia
54,13.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,5/1/2019,"Generic plum and cherry aromas come with a vanilla note, while this everyday crianza feels compact, with pressing acidity. Plum, tomato, vanilla and coconut flavors reflect an oaky Rioja that tastes a bit dried out on the finish.",Crianza,Kinson Wholesale,Valdelana 2015 Crianza  (Rioja),$14, Northern Spain,87,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2015,Valdelana
55,13.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,5/1/2019,"A soft nose with rubber, vanilla and floral berry aromas sets up a wide, bulky palate that's satisfying but not exactly precise. Black plum, cassis, wood spice and mint flavors finish steady but with a grapy feel.",Crianza,Schneider's of Capitol Hill,Lealtanza 2016 Crianza  (Rioja),$18, Northern Spain,87,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2016,Lealtanza
56,14%,"Ribera del Duero, Northern Spain, Spain",750 ml,Red, Spain,5/1/2019,"Fully ripe black fruit aromas push up against raisiny on what seems like a late-harvest kind of nose. That same sensation carries to the palate, which feels ultraripe. Baked berry flavors are backed by dark chocolate notes, while this is steady but also slightly stewy on the finish.",Reserva,palette of wines,Matanegra 2013 Reserva  (Ribera del Duero),N/A, Northern Spain,87,Ribera del Duero,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2013,Matanegra
57,14%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,5/1/2019,"Oaky berry aromas are backed by milk chocolate and vanilla notes on a candied nose. A smacking palate centers on severely dry tannins, while this reserva tastes of saucy, savory plum and currant. A clipped, abrupt finish is apropos for this Rioja from a cold year.",Reserva,CIV/USA,Marqués de Carrión 2013 Reserva  (Rioja),$22, Northern Spain,87,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2013,Marqués de Carrión
58,13.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,5/1/2019,"While this smells a touch tired, with a hint of oxidation to go with tobacco, raisin and damp aromas, sappy tomato-like acidity provides proof of life. Flavors of tomato, raspberry, currant and vanilla finish dry and saucy in an old-style Rioja way. Drink now.",Viña Alarde Crianza,The Haciendas Company,Marqués de la Concordia 2014 Viña Alarde Crianza  (Rioja),$14, Northern Spain,87,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2014,Marqués de la Concordia
59,14%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,5/1/2019,"Leathery berry and raisin aromas are ever so slightly oxidized. This crianza feels zesty and lively, with plum and red berry flavors. A tight, racy finish is a bit raw but honest, and overall this is a nice Rioja if red fruit flavors and acidic snappiness hold appeal.",Crianza,Grapes of Spain,Viña Otano 2015 Crianza  (Rioja),$17, Northern Spain,87,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2015,Viña Otano
60,13.5%,"Vino de la Tierra de Castilla, Central Spain, Spain",750 ml,Red, Spain,5/1/2019,"Candied plum and berry aromas are friendly and inviting. A round, pulpy palate is in balance, while this Tempranillo tastes of plum and raspberry, with a distant hint of dark berry fruit.",Lobetia Organic Vineyards,Terroir Wine Group,Dominio de Punctum 2017 Lobetia Organic Vineyards Tempranillo (Vino de la Tierra de Castilla),$10, Central Spain,87,Vino de la Tierra de Castilla,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2017,Dominio de Punctum
61,14%,"Ribera del Duero, Northern Spain, Spain",750 ml,Red, Spain,5/1/2019,"Earthy notes of iron and brick dust blend with horsey, leathery berry notes in front of a smacking medium-bodied palate that's choppy and drawing. Flavors of salt and chicken fat are oak based, while this also offers basic berry fruit notes. On the finish, this is comfortable but doesn't offer much textural complexity, body or length.",,The Spanish Acquisition,Nexus 2014  Ribera del Duero,$20, Northern Spain,87,Ribera del Duero,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2014,Nexus
62,13.5%,"Ribera del Duero, Northern Spain, Spain",750 ml,Red, Spain,5/1/2019,"Berry fruit, road tar and a touch of chocolate are the aromas that get this young Ribera Tempranillo going in a good direction. Slightly raw tannins roughen the palate, while this tastes of savory and saucy black plum. Notes of soy sauce and black-olive tapenade lend credibility to the finish.",Valdehermoso Joven,Regal Wine Imports Inc,Valderiz 2016 Valdehermoso Joven  (Ribera del Duero),$11, Northern Spain,87,Ribera del Duero,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tinta del Pais, Tempranillo",2016,Valderiz
63,14%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,5/1/2019,"Jumpy berry aromas suggest wet dog fur. While this is fresh in feel, it's also a bit clipped and thin on the palate. Cherry and plum flavors come with prune and raisin notes, while this hangs in there on a choppy finish with acidic snap.",Crianza,Vinamericas Selections,Eduardo Garrido García 2015 Crianza  (Rioja),$25, Northern Spain,86,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2015,Eduardo Garrido García
64,14.7%,"Yakima Valley, Columbia Valley, Washington, US",750 ml,Red, US,5/1/2019,"The color shows a bit of bricking. Char, dried tobacco and spice aromas are followed by somewhat lighter styled fruit, game and barrel flavors.",Reserva,,Idilico 2015 Reserva Tempranillo (Yakima Valley),$30, Washington,86, Columbia Valley,Sean P. Sullivan,@wawinereport,Yakima Valley,Not rated yet [Add Your Review],Tempranillo,2015,Idilico
65,13.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,5/1/2019,"An abundance of raw-oak aromas gives this crianza a sense of saw mill and clove. High-acidity creates choppiness, but that's offset by lactic oaky notes. Tart plum and currant flavors are tomatoey and woody, with some vanilla softness. On the finish, this remains tomatoey and punchy.",Crianza,Kysela Père et Fils,Burgo Viejo 2016 Crianza  (Rioja),$13, Northern Spain,86,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2016,Burgo Viejo
66,13%,"Valdepeñas, Central Spain, Spain",750 ml,Red, Spain,5/1/2019,"Floral red berry aromas include notes of nutmeg and dried herb. A fleshy palate is anchored by hard, scratchy tannins, while spicy plum and currant flavors are dry and peppery, characteristics that carry over to the finish.",La Elegancia Crianza,Monsieur Touton Selection Ltd,Don Aurelio 2015 La Elegancia Crianza Tempranillo (Valdepeñas),$12, Central Spain,86,Valdepeñas,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2015,Don Aurelio
67,13.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,5/1/2019,"Palpable aromas of vanilla-rich oak result in aromas of pencil eraser, campfire and milk chocolate. In the mouth, this feels soupy and thick, with moderate acidity. Flavors of pasty vanilla, chocolate and berry syrup taste oaky and candied on the finish.",Reserva,Aidil Wines/Old World Import,Duquesa de la Victoria 2013 Reserva  (Rioja),$22, Northern Spain,86,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2013,Duquesa de la Victoria
68,13%,"La Mancha, Central Spain, Spain",750 ml,Red, Spain,5/1/2019,"Spicy oak aromas include notes of blackberry, mocha, fig and raisin. This Tempranillo feels saturated and dense, with tough tannins. Blackberry, cassis, chocolate and peppery spice flavors finish dark, toasty and long.",Tomillar Crianza,Vintage Wines Inc,Virgen de las Viñas 2015 Tomillar Crianza Tempranillo (La Mancha),$15, Central Spain,86,La Mancha,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2015,Virgen de las Viñas
69,14.5%,"Ribera del Duero, Northern Spain, Spain",750 ml,Red, Spain,5/1/2019,"Bacon and smoked berry aromas are gamy and rough. No two ways about it: This is fiery and centered on acidity. Wild berry flavors get overrun by dry woodiness, while hard tannins make this raw on the finish. This may require decades to soften up.",Mítica Reserva,Askari O.H,De Bardos 2013 Mítica Reserva  (Ribera del Duero),$25, Northern Spain,86,Ribera del Duero,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2013,De Bardos
70,12.5%,"Vino de la Tierra de Castilla, Central Spain, Spain",750 ml,Red, Spain,5/1/2019,"Basic aromas of currant, red plum and milk chocolate set up a tight, firm palate with red cherry and plum flavors. A smacking finish is fresh and taught, and overall this is a good everyday Tempranillo.",,Rioja Group,Delia 2017 Tempranillo (Vino de la Tierra de Castilla),$10, Central Spain,86,Vino de la Tierra de Castilla,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2017,Delia
71,13.5%,"Uclés, Central Spain, Spain",750 ml,Red, Spain,5/1/2019,"Robust cherry aromas start out earthy and smoky but turn more raisiny the longer this sits. Cutting tartaric acidity is a bracing element that boosts wild berry, spice and chocolate flavors. A rough finish elicits no suggestion of elegance.",Solmayor Crianza,Vintage Wines Inc,Bodegas Soledad 2015 Solmayor Crianza Tempranillo (Uclés),$12, Central Spain,85,Uclés,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2015,Bodegas Soledad
72,13%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,5/1/2019,"A light nose with pale berry aromas barely registers as ripe. In the mouth, this crianza is dry and just makes the weight for medium-bodied. Leafy, slightly bitter plum flavors finish dry, shallow and slightly green.",Crianza,Tri-Vin Imports,Viña Palaciega 2015 Crianza  (Rioja),$13, Northern Spain,85,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2015,Viña Palaciega
73,14.5%,"La Mancha, Central Spain, Spain",750 ml,Red, Spain,5/1/2019,"Scalped raspberry and plum aromas are limited. This feels round but awkward, while candied plum flavors lead to a rubbery-feeling finish with the same flavors that came before.",Delicioso,Vinamericas Selections,San Antonio Abad 2017 Delicioso Tempranillo (La Mancha),$11, Central Spain,85,La Mancha,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2017,San Antonio Abad
74,13%,"Vino de la Tierra de Castilla, Central Spain, Spain",750 ml,Red, Spain,5/1/2019,"Candied red fruit aromas are youthful and punchy. A light-to-medium palate is basic in composition, while this Tempranillo tastes of plum, raspberry, tomato and peppery spice. A juicy but simple finish brings this to a close.",,Grapes of Spain,Trencalòs 2017 Tempranillo (Vino de la Tierra de Castilla),$10, Central Spain,85,Vino de la Tierra de Castilla,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2017,Trencalòs
75,13.5%,"Uclés, Central Spain, Spain",750 ml,Red, Spain,5/1/2019,"Simple, spunky aromas of cherry and raspberry candy are not that serious. This Tempranillo feels full and jumpy, but with little focus. Like the nose, this tastes of cherry candy, while the finish disappears in no time.",Solmayor,Vintage Wines Inc,Bodegas Soledad 2017 Solmayor Tempranillo (Uclés),$9, Central Spain,84,Uclés,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2017,Bodegas Soledad
76,13%,"La Mancha, Central Spain, Spain",750 ml,Red, Spain,5/1/2019,"Berry aromas are fortified by smoke, char and tobacco scents that don't seem fully natural. There's flesh to the palate, but also tannins that are hard as nails. Herbal black fruit flavors come with a vanilla note, while a brambly finish tastes and feels slightly raisiny.",Crianza,Prestige Beverage Group,Viña Fuerte 2015 Crianza Tempranillo (La Mancha),$5, Central Spain,84,La Mancha,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2015,Viña Fuerte
77,14%,"Idaho, US",750 ml,Red, US,5/1/2019,"Light in color, with aromas of tire rubber, black olive, seaweed, hay and wet oak leading to lighter-styled fruit flavors with a grip of tannins. There are some interesting things to be found, but it doesn't all come together.",Estate,,Bitner 2015 Estate Tempranillo,$33,Idaho,84,,Sean P. Sullivan,@wawinereport,,Not rated yet [Add Your Review],Tempranillo,2015,Bitner
78,14%,"Ribera del Duero, Northern Spain, Spain",750 ml,Red, Spain,5/1/2019,"Aromas of olive and rubber share the nose with leathery berry scents. A meaty, fleshy palate is cut by sharp acidity, while this tastes of lightweight plum, berry and ginger. Lastly, a briny note seeps onto a grabby finish.",Roble,Continent Wines Inc,Alvides 2016 Roble  (Ribera del Duero),$25, Northern Spain,84,Ribera del Duero,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2016,Alvides
79,14%,"Vino de la Tierra de Castilla, Central Spain, Spain",750 ml,Red, Spain,5/1/2019,"Punchy, herbal red fruit aromas come with vanilla and clove notes as well as some greenness. A scratchy-feeling palate sees a dominant woody clove flavor snuff out this Tempranillo's fruit character, while a spicy finish remains woody and noticeably green.",Senda 66,Vinamericas Selections,La Candelaria 2014 Senda 66 Tempranillo (Vino de la Tierra de Castilla),$15, Central Spain,84,Vino de la Tierra de Castilla,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2014,La Candelaria
80,13%,"Valencia, Levante, Spain",750 ml,Red, Spain,5/1/2019,"Cherry and red currant aromas are compact, with notes of wet earth and damp animal fur. A reduced palate is drawing, while this shows narrow black fruit and peppery flavors in front of a sappy finish that hollows out little by little.",Finca Del Mar Crianza,Vicente Gandia USA,Vicente Gandia 2015 Finca Del Mar Crianza Tempranillo (Valencia),$17, Levante,84,Valencia,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2015,Vicente Gandia
81,13.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,5/1/2019,"A nose heavy with aromas of compost and mulched leaves offers only minimal fruit. On the palate, this is decidedly raw and angular. Zesty but sharp currant and cranberry flavors finish scratchy and lightly abrasive.",Rivallana Crianza,Tri-Vin Imports,Bodegas Ondarre 2015 Rivallana Crianza  (Rioja),$20, Northern Spain,84,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2015,Bodegas Ondarre
